tweet
"Widespread travel disruptions in France as air traffic controllers, train conductors and teachers strike over planned labor overhauls  https://t.co/PCWL0HtxU5  https://t.co/1wUoKorKyE"
"Marijuana use among moms-to-be in California soared, according to a new study, and the biggest rise was among those 24 and younger  https://t.co/aALjVHhz9r  https://t.co/9Dq2g2yGIH"
"Senators have reached an agreement on a $4.6 billion border funding package to address the influx of migrants at the southern border, three people familiar with the deal say  https://t.co/Bm5FQDoV9A  https://t.co/SzQsNpyv5S"
Saudi police say they've released a woman detained after wearing miniskirt in viral video  https://t.co/16ri9qJx1Q  https://t.co/QCWhhuKezC
President Trump just got the man he wanted to negotiate better trade deals for America  https://t.co/F0i3eg0uSU  https://t.co/4j4mncuhL5
Hasbro is buying the company that owns popular children's cartoon Peppa Pig  https://t.co/c7DKHvRlDE  https://t.co/4lyN0D9rsK
"Hackers stole information on 5 million credit and debit cards used for in-store purchases at Saks Fifth Avenue, Saks Off 5th and Lord &amp; Taylor stores  https://t.co/GboiDAWbck  https://t.co/9yelBDHrCC"
Trump seems to put responsibility on generals for the death of Navy SEAL in Yemen mission he OK'd. “They lost Ryan.”  https://t.co/wJkN8L9hc2  https://t.co/QnXjDGJ1Ab
"The Department of Health and Human Services walks back comments that a spokesperson made earlier about the reunification of families separated at the border, saying further guidance is needed  https://t.co/fbOsc5MFnE  https://t.co/RkO0EWhoQy"
Follow live: Opening statements in House Judiciary Committee impeachment inquiry hearing  https://t.co/jw5UbWBxmH
The FDA is investigating a possible connection between e-cigarette use and seizures in younger users  https://t.co/SdpZALbZAc  https://t.co/P8SwWCJMeB
Top Apple supplier Foxconn announces from White House that it will build a $10 billion factory in Wisconsin.  https://t.co/zrOS2mG3Li  https://t.co/vzOyYG9t95
Thousands of people were being evacuated to shelters as Tropical Cyclone Kenneth bore down on northern Mozambique  https://t.co/huXmhwHNU0  https://t.co/wXuSdWLxKz
"Clinton leads Trump by 6 points ahead of Monday's debate, new national poll says.  https://t.co/wEnq8yIbMd  https://t.co/DEpD7Cpr7B"
Hawaii's governor signed a bill Tuesday that bans the sale of sunscreens containing chemicals harmful to coral reefs  https://t.co/z4f4aQIO6v  https://t.co/wVzCBablAH
"Trump defends Saudi Arabia in an interview with The Associated Press, suggesting the wave of criticism the kingdom has received over a missing Saudi journalist is premature  https://t.co/FtNYWI8kOF  https://t.co/eAqI1dEI41"
'Sound of Music' star Heather Menzies Urich died of brain cancer at 68. She played Louisa von Trapp in the classic 1965 movie  https://t.co/xIhgKf2hym  https://t.co/gGJiZPCqv9
"David Cassidy, '70s teen heartthrob, dies at age 67, publicist says.  https://t.co/yK4oPyHoBA  https://t.co/FSKWiieHN7"
A federal judge orders an accounting firm to turn over Trump's financial records to Congress  https://t.co/9kfVwwIrYo  https://t.co/cRGNAB5VOW
US officials credit Russia with helping calm the situation in southern Syria following US airstrikes  https://t.co/giqO5g9PAY
2 former allies of Gov. Chris Christie were found guilty on all charges in connection with Bridgegate lane closures.  https://t.co/AWpoavYQNN  https://t.co/lzO5qC8VUT
The US economy grew at an annual rate of 4.1% for the second quarter of this year — the fastest pace since 2014  https://t.co/kduouKgtA7  https://t.co/MxblwO3nna
"2 refugees arrested in California and Texas on terror-related charges communicated with each other, official says.  https://t.co/oPEHORLbn3"
A tornado damaged power lines and buildings in central Massachusetts on Saturday as a severe storm moved through New England  https://t.co/jyKws3qc6I  https://t.co/Dnx0PwfbRc
"The House passes the rule for debating the articles of impeachment, with debate expected to begin in just moments. Follow live updates:  https://t.co/8z8rB5drpD  https://t.co/lzn7twcdfF"
"Hurricane Dorian has killed at least 23 people in the Bahamas, official says  https://t.co/YVB4yOTM71  https://t.co/UhwTVn0DWH"
"Plagued by injury in recent years, Novak Djokovic cruised to his fourth Wimbledon title after defeating Kevin Anderson  https://t.co/gLmUuSKpxw  https://t.co/tLfWWfKGOS"
"Dallas police headquarters on lockdown, officials say, due to ""anonymous threat."" Watch CNN  https://t.co/HAhU3MmiMf  https://t.co/sTKYrra2D6"
"Russian diplomat warned of ""negative consequences"" before US strike on Syria  https://t.co/Fk3rkBE0iu"
"Boris Johnson's Conservative Party is on course to win a huge majority, with early projections saying it will take 368 seats. Follow live updates.  https://t.co/XKq5ZRtjjO  https://t.co/EwCfux30lX"
"BBs, ball bearings appeared to be packed into both pressure cooker bombs in NY, law enforcement official says.  https://t.co/InuaIxsn3l"
"Roger Stone aide skips out on grand jury testimony, challenging Mueller subpoena  https://t.co/Jlxqob0lbj  https://t.co/o5oQDIEaua"
"Retiring Republican Sen. Bob Corker of Tennessee says he is supporting the Republican nominee to replace him, Rep. Marsha Blackburn, but calls her Democratic opponent Gov. Phil Bredesen his “friend” and says he will not campaign against him #CNNSOTU  https://t.co/JSEuuwfoH0"
"In major victory for Trump, House Republicans pass bill to repeal Obamacare. But it faces uncertain future in Senate  https://t.co/AplWpY8boG"
"Bloomberg could cost Sanders the White House in matchup with Trump, new poll finds.  https://t.co/7OnXbRMBaV.  https://t.co/LVnpUSh4uK"
US Customs computers are back online after a 4-hour outage caused huge delays at airports across the country.  https://t.co/egT3tlOc7s  https://t.co/tTb9vgxT1N
"Prince Harry and Meghan, Duchess of Sussex, have shared their first kiss as a married couple, after a #royalwedding full of firsts for Britain's royal family  https://t.co/E9OBDJFGGX  https://t.co/HVj1xdhf7q"
Woman who livestreamed aftermath of #PhilandoCastile shooting: 'We had our hands in the air'  https://t.co/UBJZi4R9qz  https://t.co/yG0VkawpOF
"President Trump's nominee for Supreme Court justice, Judge Brett Kavanaugh, will begin his Senate confirmation hearings on September 4  https://t.co/tuy2sTcG3B  https://t.co/ZDeCN2n2Sb"
"A man who made threats on Facebook to shoot President Trump was captured in Ohio, a law enforcement source says  https://t.co/0YznJvxvf8  https://t.co/Rd0vb01ESh"
Cruz: Apple should be compelled to help unlock San Bernardino killer's phone. Watch CNNgo:  https://t.co/HAhU3MmiMf  https://t.co/IxnELS0DPV
"President Trump, speaking beside South Korean President Moon, declared US patience with North Korean regime is over  https://t.co/9NPifci9l3  https://t.co/N5PdqUqBZc"
Villanova rolls to NCAA basketball final with 95-51 victory over Oklahoma.  https://t.co/CFHYASBpJx  https://t.co/7bv1JNg7WX
"Myanmar military flight with 120 people on board is missing and a search is underway in Andaman Sea, official says  https://t.co/wcCiWZkaB0"
UK Prime Minister Theresa May announces resignation in tearful statement after failing to deliver her Brexit plan. Follow live updates  https://t.co/3HikH2tYZv  https://t.co/ZZHQAnI9I2
Polls open in France's presidential election between far-right leader Marine Le Pen and centrist Emmanuel Macron  https://t.co/dfPFCitCIy  https://t.co/z1jxSRPM4d
David Pecker's lawyer says his client did not extort or blackmail Jeff Bezos and that the source for the investigation was a longtime Enquirer tipster  https://t.co/s4kMBfUG8B  https://t.co/Lvor2TfrUF
.@Rand Paul is dropping out of the race for the GOP presidential nomination.  https://t.co/POIsabkzuo.  https://t.co/IP41QqSmUA
"Donald Trump reverses position on torture, killing terrorists' families.  https://t.co/TvDCb8a6lz  https://t.co/Lm9fRo68Q4"
"A small plane crashed into a parking lot, killing five people in Southern California, authorities say  https://t.co/UVKSq5LnmK  https://t.co/FaezzxCRP2"
House passes bill that would impose new Russia sanctions and limit the President's power to block them  https://t.co/yENujFSr13  https://t.co/o88QxIhiyf
"Trump reverses position, says NATO is ""no longer obsolete"" in joint news conference with NATO secretary general  https://t.co/WRp8UfUDub  https://t.co/EynJUwcLKm"
"2 men charged with killing boy, 15, who jumped on his friends to shield them from gunfire.  https://t.co/Ni3v0jcygH  https://t.co/rEAAZ9MRi7"
"Taliban troops seize center of Kunduz, strategically important city in northern Afghanistan, elected official says  https://t.co/Y3xAXNvjvw  https://t.co/Z8tv9g49E4"
"A 5th person has died in the mall shooting in Burlington, WA, officials say. The suspect is still on the loose.  https://t.co/nPf9g9uy7l  https://t.co/UHJKc8Fl83"
"Former President Obama on John McCain: ""So much of our politics... can seem small and mean and petty — trafficking in bombast and insult — in phony controversies... John called on us to be bigger than that. He called on us to be better than that.”  https://t.co/w2FSihRCZo  https://t.co/d8eR5Le6PO"
"Children are among 22 migrants killed after a truck carrying them overturned on its way to Izmir, Turkey's state-run media says  https://t.co/G1Jprrl4XC  https://t.co/S5jxyhaYWL"
"Bernard Tyson, the CEO of health care giant Kaiser Permanente, died unexpectedly in his sleep early Sunday at the age of 60, the company said  https://t.co/hGzeSRqpex  https://t.co/u2uD3pxyZG"
The White House is preparing to cast Deputy Attorney General Rod Rosenstein as too conflicted to fairly oversee the Russia probe  https://t.co/VriKj7rOGK  https://t.co/s5d7BtSETV
"CNN/ORC poll: Trump leading GOP rivals in their home states, ahead of Rubio in Florida and Kasich in Ohio.   https://t.co/nl4We7GTnk"
President Trump signs executive actions to advance Keystone and Dakota pipelines  https://t.co/CsbYEKQ20y  https://t.co/IrbP4U10WS
"Cher speaks at the Women's March in Las Vegas, saying this is ""one of the worst times in our history"" and that women have the power to make things right  https://t.co/chu9G1gUWU  https://t.co/eCJtYBKi3z"
"Ex-Playboy model who claims she had a nine-month affair with President Trump sues publisher to let her story be told, NYT reports  https://t.co/6KNY0Y2l3D  https://t.co/8VL2vRoCoi"
"Trump sums up Comey's testimony before the Senate intel panel: ""No collusion, no obstruction, he's a leaker.""  https://t.co/cvRL09Tu24  https://t.co/JsRdumG3mV"
"Yellowstone's grizzly bear population taken off the endangered species list, but not everyone is celebrating   https://t.co/AQd6X2GAGK  https://t.co/xbjh0ORcsO"
Bernie Sanders wants Hillary Clinton to apologize for saying his campaign is lying about fossil fuel money.  https://t.co/S0qR7zQet0
Johnny Manziel ordered to stay away from ex.  https://t.co/zR0szqpWqP  https://t.co/gyu0qEX3VH
"John Kasich dropping out of presidential race, sources familiar with plan say.  https://t.co/U71RBoThuX  https://t.co/J4aCQkvHJV"
"Steve Beshear: So far, all proposed GOP replacements to the ACA ""would reduce the number of Americans covered""  https://t.co/P02Yjq8KrK"
"Save My Care is launching a six-figure campaign targeting 24 Republicans who voted ""yes"" on the GOP bill  https://t.co/S7tCcFIUQs"
"Pentagon probe finds that US hit a Syrian building in March that was part of a mosque complex, officials say.  https://t.co/hUDMo7MvEX  https://t.co/CPpcyEpr7w"
"A child in Seminole County, Georgia, has become the second storm-related death from Michael, a county official says. Earlier, a man died in Gadsden County, Florida.  https://t.co/81IV8rfhBH  https://t.co/iTK7NJ8lLV"
"Michael Cohen says this $35,000 check dated August 1, 2017, was signed by Trump as part of the reimbursement for ""illegal hush money"" Cohen paid on Trump's behalf. Follow live updates  https://t.co/4b8hZR1vWS  https://t.co/nLl7NOJb4v"
"Police investigate death at superstar Prince's estate, according to Carver County Sheriff spokesman.   https://t.co/rJ98BFHsQ2"
"A man wielding a knife has been shot after he attacked an officer outside a police station in central Brussels Tuesday morning, a Brussels police spokesman tells CNN.  https://t.co/EQsQzUih8a"
"Suspicious package found at NYC postal facility was addressed to former intel Director James Clapper and CNN, official says. Follow live updates:  https://t.co/gid3IxaIP3  https://t.co/oTT11TsHAm"
Pakistani police arrest 17 people in connection with Easter bombing that killed at least 74.  https://t.co/Vqcqc8Dpcs  https://t.co/z8PwjUaKzq
"Hillary Clinton: ""I accept your nomination for President of the United States."" Watch CNN:  https://t.co/HAhU3M4HnF"
Angela Merkel is re-elected to a historic fourth term as Chancellor of Germany. The close vote in parliament ends almost six months of political turmoil.  https://t.co/HI5X1sdB8L  https://t.co/E9CJzIPU1l
"California lowers the penalty for knowingly exposing partners to HIV, making it a misdemeanor instead of a felony  https://t.co/5YHcBBQeuR  https://t.co/e1BNEEOA9L"
"A man armed with a knife carried out an attack in Paris that left multiple people injured Saturday night, according to a tweet by Paris police  https://t.co/5pKlPWxa1c  https://t.co/vbIPMHXxs5"
"While locked up, Aaron Hernandez was in 3 fights and was found to have a nearly 6-inch shiv, discipline records say  https://t.co/MugODqdtts  https://t.co/ujJ0nFROif"
