tweet
"Hillary Clinton tells CNN she is getting better a day after being taken ill, and planning to campaign again soon  https://t.co/qsDNCadBsF"
"Amid concerns about his job, Trump-Russia probe chief Rod Rosenstein has ""extended conversation"" with President Trump, with further meeting planned for Thursday  https://t.co/ViaAiInpsJ"
Mexican navy says rescuers no longer searching for girl in collapsed school but one adult alive in rubble  https://t.co/7kiFC2pGbi
"No failures by security services over Nice attack, French Prime Minister @manuelvalls says  https://t.co/UVBb4u9oF3"
".@TfL says #Uber ""can continue to operate until any appeal processes have been exhausted.""   https://t.co/cjHZwaUXBj  https://t.co/tN0lPgyc9l"
#Oscars: Brie Larson wins 'Best Actress' for #Room    https://t.co/tPVx44Yx2l  https://t.co/o3arV1ooO6
"""Finally, obviously, we must have a workable military plan..."" Blair's Iraq War memo to Bush  https://t.co/lOjx5zrKSA  https://t.co/HJmzulpFyz"
".@theresa_may Donald Trump says suspected chemical attack in Syria is ""reprehensible and cannot be ignored by the civilised world""  https://t.co/phEP9kIYhb"
Government bows to pressure to reduce the maximum stake on fixed-odds betting terminals from April  https://t.co/OdAfTqDHmU
"Trump ""won't be bound"" by US One China policy unless Beijing makes concessions on trade  https://t.co/a5iAvJm8Qa"
Couple who tortured and killed their nanny before dumping her body in London garden jailed for life  https://t.co/hITwt8tX6e
"UK's new polar research ship to be named RRS Sir David Attenborough, after Boaty McBoatface topped public vote  https://t.co/YivVnHCWIO"
"Three rail companies to stage strikes on 30 May, the RMT union says  https://t.co/OewagTyFDe"
World leaders assemble for 'family photo' at G7 summit in Canada    https://t.co/9TJ4sS5Kev  https://t.co/ZWUrmO3cV5
"Labour leader Jeremy Corbyn ""surprised"" at CPS decision not to bring charges over Tory 2015 spending on battle buses  https://t.co/VSruBw5rFS"
London attack latest:  - 2 more 'significant arrests'  - 9 in custody  - 75-year-old victim named as Leslie Rhodes   https://t.co/48RDSM7Am3  https://t.co/CEvQZIsOCy
"The Tories lose Brecon and Radnorshire by-election to the Lib Dems, reducing new PM Boris Johnson's majority to one.  https://t.co/bBglQEAn21"
"US author George Saunders wins #ManBooker2017 prize for his first full-length novel, Lincoln in the Bardo   https://t.co/2QTqME0DrN  https://t.co/eWCJmk7dvc"
Belgian prime minister warns public to stay where they are for the time being  https://t.co/yLxge3eTNV #Brussels  https://t.co/Z2hrPzOvKf
Disabled man wins Supreme Court case after dispute with woman with a buggy over wheelchair space on a bus  https://t.co/sxGtAIGN2i
Ohio attacker Abdul Ali Artan was Somali refugee - US officials  https://t.co/ueIofqqlXS
"@eucopresident “The choices we now face are stark and the timetable is clear"" – UK PM Theresa May says “nothing is more pressing or more vital” than delivering #Brexit after agreeing an extension with the EU until 31 October   https://t.co/UKstUg8Gqf  https://t.co/3m7QzXXSXX"
"""I was the future once"" - @David_Cameron receives standing ovation at his final #PMQs  https://t.co/K6pbNn362q   https://t.co/7M8iBqnPjo"
"Several people dead in shooting at newspaper building in US city of Annapolis in Maryland, officials confirm  https://t.co/yVfjyyjOo6"
"Mother, 37, jailed for 11 years after becoming first person in UK to be convicted of female genital mutilation  https://t.co/XdjA2217jz"
Passengers evacuated from metro in #Brussels after explosion at #Maalbeek station. Latest:  https://t.co/eK4sAuHQs1  https://t.co/CRJ0MmPlPt
"Barack Obama says Trump's decision to withdraw from the #IranDeal is a ""serious mistake"" that could leave US with choice between a nuclear-armed Iran or another war in the Middle East  Latest:  https://t.co/3oqFG51Tsd  https://t.co/UtUopOThEO"
"""We've lost a great star."" David Cameron pays tribute to Jo Cox MP  Latest updates:  https://t.co/zAWGmXOJNw    https://t.co/iulKDvCA8p"
FBI seeking two men pictured with suitcase containing bomb that failed to explode in New York on Saturday  https://t.co/wdtlxv7Rxh
"US President Donald Trump warns of threat from ""rogue nations"" in debut UN speech, singling out North Korea and Iran  https://t.co/pUFPk6UISV"
"Baby boy dies and another child seriously injured after dog attack in Colchester, Essex  https://t.co/3cwdW5Iqbr"
Judge gives Charlie Gard parents until noon tomorrow to reach agreement with hospital on arrangements for final days  https://t.co/19FSP6dyKD  https://t.co/KbHUcBFpnB
"Jacques Chirac, former French president whose later years were blighted by corruption scandals, has died aged 86  https://t.co/JyyWamOBsg"
"It is ""inevitable that Britain's economy will have to adjust"" to #EUref result,  @George_Osborne says  https://t.co/xQHLPdTrAk #Brexit"
"Two dead &amp; 35 injured after partial derailment of Amtrak train in Chester, Pennsylvania  https://t.co/bSZWFLW0pR  https://t.co/w5xIP25V0R"
UK PM Theresa May accuses EU politicians and officials of seeking to influence the result of #GE2017    https://t.co/6dQPV7H3Wc  https://t.co/MT4YiQsVdz
Penny Mordaunt named as UK international development secretary after Priti Patel resigns over Israel meetings row  https://t.co/nwxBFqtMMz
"UK Opposition leader Jeremy Corbyn and Chancellor George Osborne publish tax returns, in wake of Panama Papers row  https://t.co/mbNToToCmW"
"Young British woman stabbed to death on train in Jerusalem, police say  https://t.co/lZkCm5HUrM"
"Rolling Stones frontman Sir Mick Jagger becomes a father again at age of 73, publicist says  https://t.co/uyduRLijhO"
Woman wins Court of Appeal battle to use her dead daughter's frozen eggs to give birth to her own grandchild  https://t.co/jbCDpaY7rK
China's Nobel laureate Liu Xiaobo granted medical parole after being diagnosed with terminal liver cancer  https://t.co/PPaxzjSUJh
By-election to be held in Brecon and Radnorshire after petition to remove Tory MP convicted of false expenses claim  https://t.co/7gmwSubTxz
Partial official results in Ecuador's presidential election give leftist candidate Lenin Moreno a clear lead  https://t.co/LIMZnNlN0W
"UK unemployment fell by 55,000 in the three months to July, ONS figures say  https://t.co/XYEvJ6AbkM"
Labour MP @lucianaberger resigns as shadow mental health minister    https://t.co/e8pyXH6po1  https://t.co/J2WSfTMJZA
"David Bowie ""died peacefully"" after 18-month battle with cancer - official statement  https://t.co/jl1lvuP89V  https://t.co/2MAjbqDdOI"
Alleged computer hacker Lauri Love wins High Court appeal against his extradition to US  https://t.co/z6LGvhM8ew
First images of Thai children alive in cave released by Thai Navy seals rescue team  Latest:  https://t.co/NYBCyHF2xB  https://t.co/sd0xuP8u1v
"Services from Port of Calais disrupted after 50 migrants got on to ship, mayor says  https://t.co/gmdXvOiHFg"
"Spaniard Ignacio Echeverría, 39, who tried to defend a woman during London attack, is confirmed dead by Spain  https://t.co/6UbO8MrHju  https://t.co/2hEfOFPwRK"
"EU ""not capable"" of signing trade deal even with Canada, says minister, as talks with Belgian region break down  https://t.co/HKgbkEd6PO"
Hillary Clinton moves ahead but it's still a tight race   https://t.co/qPiG7uMO7n #ElectionNight  https://t.co/JtiQxkOwJ6
"""We will respect the vote on June 23"" - @theresa_may #G20 Latest on #BrexitBritain:  https://t.co/FZCNRi4EB2  https://t.co/GL0ZoSVnOH"
"Pilot involved in Shoreham air disaster, in August 2015, being investigated for manslaughter, Sussex Police confirm  https://t.co/5TqswZZ4pz"
A look back on a momentous day in British politics as @Theresa_May becomes UK PM  https://t.co/K6pbNn362q    https://t.co/4NRDI3xl02
US cable giant wins rare blind auction process set by the UK's Takeover Panel.  https://t.co/Lc0sggm0FL
A minute's silence to be held at 11:00 BST to remember those killed in Manchester terror attack  https://t.co/3WBPK0w4J0  https://t.co/GLWY4aXpEy
"2,745 judges and 5 members of High Judiciary Court Board removed following #TurkeyCoupAttempt, Turkish media reports  https://t.co/kmgak19RJ4"
"Unemployment in the UK down by 60,000 between October and December to 1.69 million, latest figures show  https://t.co/KkJBXmHt9m"
Donald Trump declares victory as 45th president of the US  https://t.co/HF0H5YuQQO #ElectionNight  https://t.co/MynhCx0j4l
"Peter Madsen admits dismembering body of Swedish journalist Kim Wall aboard his submarine, but denies killing her  https://t.co/FshqzSA5Z6  https://t.co/uZpIDfaVGo"
"""Parliament has not been prorogued. This is the unanimous judgement of all 11 justices""  UK Supreme Court President Lady Hale QC says ""it is for Parliament... to decide what to do next"" after suspension is ruled unlawful   Latest:  https://t.co/bAeCN3kLLP  https://t.co/OsvF3NPRag"
"Syria accuses Israel of bombarding an area west of Damascus, with reports of a military airport being hit  https://t.co/EJosayXZzT"
"US President Barack Obama unveils new restrictions on guns, saying “constant excuses for inaction"" have to stop    https://t.co/XSVpSzCkRc"
"Michael Bond, creator of Paddington Bear, has died aged 91 after a short illness  https://t.co/Effu6HjFiC"
10 highest-paid BBC stars and journalists  https://t.co/OCu1u7WiIf #bbcpay  https://t.co/G5DtVN8vrB
"Barcelona and Cambrils suspects were preparing an even bigger attack ""for some time"" - Catalan police  https://t.co/fkWuShO9le  https://t.co/r2bdORFpxq"
US shootings in #BatonRouge - What we know so far  https://t.co/KPH2nBorKG  https://t.co/uEDUMcGGcS
Nigerian presidential election delayed for a week - election commission  https://t.co/rquNPXtrEu
"A man thought to be in his 20s has died after being stabbed in Leyton, east London, on Wednesday afternoon - police  https://t.co/AZeP5ANdzC"
"""A recovery built on sand on a budget of failure"" - Labour's Jeremy Corbyn on #Budget2016  https://t.co/Pi43TfOcyH  https://t.co/Dk8ai8N0rC"
"Schiphol airport: ""Situation safe"" after man with knife is shot and arrested - Dutch military police   https://t.co/9NmQjA65Ul"
"Ruth Davidson, Scottish Tory leader, says she is pregnant and she and partner Jen Wilson ""excited""  https://t.co/fNwgdnITzu  https://t.co/CAPxcJGGO4"
"#EgyptAir crew and four ""foreigners"" now being held on hijacked flight #MS181 - airline says  https://t.co/sNq0PgVSrE"
"""While Britain is leaving the EU, it won't turn its back on Europe"" - David Cameron  https://t.co/Hef679UIp8 #Brexit  https://t.co/HsSU9m40ON"
Theresa May says UK needs extension to Brexit and offers to work with Labour's Jeremy Corbyn to end stalemate  https://t.co/2bXXLk2ZkS
Marks &amp; Spencer clothing &amp; home like-for-like sales fell 2.7% in the 13 weeks to 26 March  https://t.co/x7Tl0a7bny  https://t.co/0qGYlfJ9Ro
"Twelve people killed, including a police officer, in Thousand Oaks shooting, California   https://t.co/SXXQmZ7qO5  https://t.co/apGI8ixutN"
"Aleppo latest: -Overall evacuation delayed -Russia: 6,000 civilians, 366 fighters left in 24 hrs -Ceasefire holding   https://t.co/sEEJoDM2BZ"
"International tribunal rules against Chinese claims to rights in South China Sea; China calls ruling ""ill-founded""  https://t.co/rZnpqIYUJT"
"Northumbria University fined £400,000 after 2 students given ""100 times too much caffeine"" in experiment nearly die  https://t.co/19uUUrKrzn"
"Five people, including three children, killed after stolen car crashes into tree in Leeds - two boys in custody  https://t.co/yFsRUPm8T3"
"UK to expel 23 Russian diplomats, PM Theresa May says, after nerve agent attack on former double agent in Salisbury   https://t.co/KnwyxZirZs  https://t.co/8WM5Bmebw1"
"Suicide bomber attacks Afghan military convoy outside capital Kabul, killing as many as 40 police, officials say  https://t.co/Xe1uFePIEn"
Brett Kavanaugh's nomination to US Supreme Court backed by Senate committee as discussions continue over FBI inquiry  https://t.co/KKe4X2DRQA
"Rahul Gandhi resigns as leader of India's main opposition Congress party, ending weeks of speculation  https://t.co/bXipRZFIKV"
Donald Trump becomes the third US president in history to be impeached and now faces trial in Senate  https://t.co/LzoX7IsqRi
"Turkish PM says Uzbekistan's President Islam Karimov has died, but there is still no official announcement  https://t.co/xTTKLWwTMd"
Swedish police release CCTV picture of man they are looking for in connection with the Stockholm attack   https://t.co/rq0EbBR6Ua  https://t.co/XWUpv05sdw
"Death toll from Baghdad bombing on Sunday rises to at least 281, the government says  https://t.co/OEYsBnqgMd"
"""All my actions were proper"" says Donald Trump's son-in-law Jared Kushner after giving evidence to Senate panel  https://t.co/WkNwGFeccf"
Meghan Markle says her father will not now be attending her wedding to Prince Harry on Saturday  https://t.co/g5w2J6kr2V
"Oscar-winning Danny Boyle will no longer direct 25th Bond film due to ""creative differences"", producers say  https://t.co/aDCEisxObU"
"We'll make Britain work ""not for a privileged few, but for every one"" - UK PM @Theresa_May  https://t.co/K6pbNn362q  https://t.co/EQAyYjbDJT"
US Senate confirms President Donald Trump's nominee Jeff Sessions as attorney-general  https://t.co/KgRQ5yjSyZ
"Dismantling of Calais ""Jungle"" camp begins, as thousands of residents are removed by coach  https://t.co/0UCFkukym2"
Man with knife arrested near Buckingham Palace - police say it's not believed to be terror-related  https://t.co/L03a56W19i
"Significant changes are needed in UK's draft internet monitoring bill, joint committee of peers and MPs says  https://t.co/gwqs654BhD"
"1 Iranian, 1 Ukrainian among 36 killed in Istanbul attack - Turkish official  Updates:  https://t.co/qgtmEk0cij  https://t.co/rQ7ysqYbn4"
Case dropped against British woman charged with having extra-marital sex after reporting she had been raped in Dubai  https://t.co/Lxy4Trl7eY
"Brexit deal could cut GDP by 3.9% over 15 years but a no-deal could mean a 9.3% cut, says Treasury analysis  https://t.co/WQVVQqDMWM"
Former oil chief Rex Tillerson confirmed by US Senate as President Trump’s secretary of state  https://t.co/0jX2GSoF6t
"Junior doctors in England to stage further industrial action in row over contract for training medics, BMA announces  https://t.co/oxUFCunZ8f"
"Children treated by paramedics after bouncy castle comes loose in Swanage, Dorset, say police  https://t.co/t4w1tRsvbA"
"""Highly likely"" Russia was responsible for poisoning Sergei &amp; Yulia Skripal in Salisbury - UK PM Theresa May  https://t.co/U4h0vZpow5  https://t.co/QnT5r0V0SG"
"Brazil's ex-President Lula must go to prison on corruption charges pending appeal, Supreme Court judges rule by 6-5  https://t.co/x8Ch2JamS9"
Snapchat-owner @Snap starts trading at $24.48 - a jump of 40% on opening price 📈   https://t.co/bOLdpmAJNm  https://t.co/TkOwnQavUw
"Brazilian President Dilma Rousseff tells BBC she will ""fight on"" as she faces threat of impeachment  https://t.co/wRXZqEd7R6"
Lib Dem leader Jo Swinson loses her Dunbartonshire East seat to SNP by just 149 votes  Live updates:  https://t.co/uccZxsE1IV #BBCElection  https://t.co/UsBfcmR4co
"""An historic moment from which there can be no turning back"" - UK PM May on having triggered Article 50   https://t.co/RZQmlW5rF9 #BrexitDay  https://t.co/4VOh4tc4jo"
Campaigners win legal challenge over UK government's decision to allow arms sales to Saudi Arabia at Court of Appeal  https://t.co/dyuzONm4Hs
A convoy with aid for thousands of trapped Syrians enters rebel enclave of Eastern Ghouta for first time in weeks  https://t.co/NhZLhcsUC4
"Germany's Chancellor Merkel: Would be ""particularly sickening"" if #Berlin attacker had been a refugee   https://t.co/SBnPfuWVd9  https://t.co/r1dcpAJBGJ"
The so-called Islamic State says lorry attack that killed 84 people in Nice was carried out by one of its followers  https://t.co/uKmKGMm2Tr
When Trump met Kim.   Clearer photos of that moment in history  https://t.co/DNFStoMXjW  #trumpkimsummit  #TrumpKim  https://t.co/XIPiK6REju
Broadcaster Sky and the board of 21st Century Fox reach agreement on a takeover  https://t.co/hgRE3Byofr
"One US service member killed, two wounded in Afghan mission in Helmand - army spokesman confirms  https://t.co/1PoVu2hkZ5"
President Trump calls for green card lottery to be scrapped after New York truck attack  https://t.co/Pba6ZhjFD9  https://t.co/zrT8VMY1TO
Brazilian prosecutors reported to be calling for the arrest of ex-President Lula da Silva in corruption inquiry  https://t.co/N3aVaLGaV2
"All 26 students who were lost in Brecon Beacons are safe and accounted for, mountain rescue team says  https://t.co/WYFzgqT0WC"
"Nobel chemistry prize given to Jacques Dubochet, Joachim Frank &amp; Richard Henderson for imaging biological molecules  https://t.co/w6Hpy0rkwq"
"Man who killed his ex-girlfriend at her Brighton home after she jilted him, is found guilty of murder  https://t.co/fIUv9XydUq"
Lorry driver Ryszard Masierak convicted of causing death by dangerous driving over 2017 M1 crash in which eight died  https://t.co/9IDAF4Yl8E
Woman and boy die after car being chased by police crashes into pedestrians in south London  https://t.co/FEUZLit22Y
"Russian opposition leader Alexei Navalny found guilty of embezzlement, local media report  https://t.co/ceqeSWNYW1"
President Trump enters the House Chamber to address the US Congress for the 1st time after his election win  https://t.co/h5Q1Jehpq7  https://t.co/U8XzCvBTBS
"Death toll in bomb attack at shrine in Balochistan province rises above 30, Pakistan media say  https://t.co/BU5xNSyKwb"
"Minute's silence held across UK for the 79 people either dead or missing, presumed dead, after #GrenfellTower fire    https://t.co/nhiDxq5BAW  https://t.co/GezZO2bKZ0"
"Manchester Arena bomber had been ""subject of interest"" and opportunities to stop him were missed, report says   https://t.co/Sc8ntuRhuo  https://t.co/RUb5kOBKi8"
"DNA of Paris attack suspect Salah Abdeslam found in Brussels flat raided this week, Belgian officials say  https://t.co/z1NKLcjLzf"
"#SaintEtienneduRouvray attack during morning mass, attackers  killed when came out of church - interior ministry  https://t.co/bDrdFDa4n3"
"""The terrorists will not defeat us"" says UK home secretary at Trafalgar Square vigil for London attack victims  https://t.co/k0iDPzxpzY  https://t.co/uOqQ70KaCS"
"Officials say explosive drones went off while President Nicolás Maduro was giving a live speech, but he is unharmed  https://t.co/rtmXqYmli2"
"Debris found in Mozambique ""almost certainly"" came from missing Malaysian Airlines flight MH370, says Australia  https://t.co/GA4Hwml78z"
"David Cameron deserves to be remembered as a ""great prime minister"", Michael Gove says  https://t.co/jo2sWrbZxk #Brexit"
"Former NFL star Aaron Hernandez has killed himself in prison, US officials say, days after being acquitted of murder  https://t.co/uovIWxcY5H"
Firefighters hugged &amp; applauded after #NottingHillCarnival falls silent to remember victims of Grenfell Tower fire  https://t.co/NwFgLA4jM1  https://t.co/HodXe346JX
"Woman critically ill in Salisbury hospital alongside former Russian spy is his daughter, Yulia Skripal  https://t.co/r7v3QlyaTT"
At least one person believed to have died in incident at Aberdeen beach  https://t.co/XTtRL1hP2c
"Gunman, 26-year-old Redouane Lakdim, reported to have killed three people, is now dead - French government sources say #Trèbes  https://t.co/e1iEyArxhf"
"George and Amal Clooney have had their twins, a girl and a boy called Ella and Alexander, spokesman says  https://t.co/iKb7JWEy1h"
"Airport blast ""was suicide attack"" - Belgian prosecutor reported to confirm Latest:  https://t.co/O3W8C2rpPm  https://t.co/F6LkWGA798"
Jean Alexander who played Coronation St's Hilda Ogden and Last of the Summer Wine's Auntie Wainwright dies aged 90.  https://t.co/HARhPrt8y8
MPs defeat UK government and back measures designed to thwart no-deal Brexit preparations  https://t.co/grkTVYCH5d
"Up in flames - dramatic images of fire at the Littlewoods Pools building, one of Liverpool's most famous landmarks  https://t.co/sXBSryMSmE"
"The most senior Catholic ever convicted of child sexual abuse, Australian Cardinal George Pell, jailed for 6 years  https://t.co/aLwkmftWfj"
Winner of UK record £33m Lotto jackpot bought ticket in Worcester but wishes to remain anonymous  https://t.co/fjPm1oWAY5
"Grenfell fire began in Hotpoint fridge freezer model FF175BP that was not subject to recall, police say  https://t.co/tckKECr0z1  https://t.co/fDoaozTCmK"
Explosive device made safe as Russian police arrest three alleged contacts of St Petersburg bomber - Russian media  https://t.co/QSbcuR59q8
His name means 'adorned with jewels or thunderbolts'. How much do we know about Thailand's new king?   https://t.co/zGdnEAvECH
"Irish government agrees to hold referendum on liberalising abortion laws at end of May, PM says  https://t.co/1dOkBFyRSo"
"CEO of @united Airlines apologises for ""truly horrific"" removal of passenger from overbooked flight  https://t.co/22geK42mDF"
"At least 33 prisoners killed in Brazil jail riot, second major incident in a week, officials say  https://t.co/gp6ruYGqsh"
"Internationally-brokered ceasefire begins in Syria, amid uncertainty over how many rebel factions will observe it  https://t.co/Dz6EanFKfB"
"US President Donald Trump will make state visit to UK from 3-5 June, Buckingham Palace announces  https://t.co/f16D46B5IK"
US ex-policewoman who shot dead her neighbour inside his Dallas flat found guilty of murder  https://t.co/Yrz3EqbpSM
"Trump says leaving ""business in total"" to focus on presidency and avoid perceived conflict of interest  https://t.co/YBkEHdLZ6v"
"For the first time, two Khmer Rouge leaders have been found guilty of genocide in Cambodia in the 1970s  https://t.co/f8Zj3on3wf"
